no_of_adults,no_of_children,no_of_weekend_nights,no_of_week_nights,type_of_meal_plan,required_car_parking_space,room_type_reserved,lead_time,arrival_month,market_segment_type,repeated_guest,no_of_previous_cancellations,no_of_previous_bookings_not_canceled,avg_price_per_room,no_of_special_requests,booking_status,weekday,month_part
2,0,0,3,Meal Plan 1,0,Room_Type 4,57,9,Online,0,0,0,123.3,1,Canceled,5,1
2,0,1,5,Meal Plan 1,0,Room_Type 1,255,9,Online,0,0,0,100.3,0,Canceled,2,2
1,0,1,3,Meal Plan 1,1,Room_Type 1,12,2,Online,0,0,0,95.0,0,Not_Canceled,3,2
2,0,2,5,Meal Plan 1,0,Room_Type 4,12,3,Online,0,0,0,111.14,0,Canceled,5,1
2,0,2,2,Not Selected,0,Room_Type 1,54,10,Online,0,0,0,108.0,0,Canceled,1,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,305,11,Offline,0,0,0,89.0,0,Canceled,6,1
2,0,0,3,Meal Plan 1,0,Room_Type 4,124,10,Online,0,0,0,104.4,0,Canceled,3,3
2,0,1,0,Meal Plan 1,0,Room_Type 1,86,11,Online,0,0,0,93.6,0,Canceled,1,2
2,1,1,3,Meal Plan 1,0,Room_Type 1,8,2,Offline,0,0,0,72.0,1,Not_Canceled,6,2
2,2,1,3,Meal Plan 1,0,Room_Type 6,230,8,Online,0,0,0,158.95,0,Canceled,5,3
2,0,2,3,Meal Plan 1,0,Room_Type 1,7,9,Online,0,0,0,142.6,1,Not_Canceled,1,2
1,0,1,3,Meal Plan 1,0,Room_Type 1,71,3,Online,0,0,0,70.13,1,Not_Canceled,5,2
2,0,0,2,Meal Plan 1,0,Room_Type 1,112,6,Offline,0,0,0,100.0,0,Not_Canceled,5,1
2,0,0,2,Meal Plan 1,0,Room_Type 4,126,12,Online,0,0,0,139.88,1,Canceled,6,3
2,0,0,3,Not Selected,0,Room_Type 1,174,6,Online,0,0,0,85.5,1,Not_Canceled,4,3
2,0,1,2,Not Selected,0,Room_Type 1,78,7,Online,0,0,0,107.1,0,Canceled,2,1
2,0,1,4,Meal Plan 1,0,Room_Type 1,103,10,Online,0,0,0,118.8,3,Not_Canceled,2,2
2,0,2,5,Meal Plan 2,0,Room_Type 1,277,9,Offline,0,0,0,89.14,1,Not_Canceled,2,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,39,11,Online,0,0,0,114.41,2,Not_Canceled,5,1
1,0,1,2,Meal Plan 1,0,Room_Type 1,4,9,Corporate,1,1,1,65.0,1,Not_Canceled,2,2
2,0,0,2,Meal Plan 1,0,Room_Type 1,31,2,Corporate,0,0,0,77.0,0,Not_Canceled,6,1
2,1,2,1,Meal Plan 1,0,Room_Type 1,68,10,Online,0,0,0,135.0,3,Not_Canceled,0,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,173,9,Online,0,0,0,85.0,0,Canceled,4,1
3,0,0,3,Meal Plan 1,1,Room_Type 4,106,8,Online,0,0,0,159.3,2,Not_Canceled,3,1
2,2,1,2,Meal Plan 1,0,Room_Type 6,82,3,Online,0,0,0,168.3,0,Canceled,6,3
2,0,2,2,Meal Plan 1,0,Room_Type 1,56,9,Offline,0,0,0,185.0,0,Not_Canceled,0,3
2,0,2,0,Meal Plan 2,0,Room_Type 1,108,5,Offline,0,0,0,110.75,0,Canceled,1,1
1,1,1,3,Meal Plan 1,0,Room_Type 1,173,7,Online,0,0,0,65.49,1,Not_Canceled,2,1
2,0,4,6,Meal Plan 1,0,Room_Type 4,10,6,Online,0,0,0,148.0,0,Canceled,1,2
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,9,Aviation,0,0,0,95.0,0,Not_Canceled,3,2
2,0,1,1,Meal Plan 1,0,Room_Type 1,52,11,Online,0,0,0,77.76,0,Not_Canceled,0,1
2,0,0,3,Not Selected,0,Room_Type 1,95,3,Online,0,0,0,81.5,0,Not_Canceled,4,3
1,0,1,0,Not Selected,0,Room_Type 1,21,11,Online,0,0,0,88.0,1,Canceled,2,3
2,0,0,2,Meal Plan 1,0,Room_Type 1,64,6,Online,0,0,0,126.9,0,Canceled,6,1
1,0,1,0,Meal Plan 1,0,Room_Type 1,0,10,Corporate,1,0,1,65.0,0,Not_Canceled,2,1
1,0,1,0,Meal Plan 1,0,Room_Type 1,110,10,Offline,0,0,0,120.0,0,Canceled,1,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,11,10,Online,0,0,0,130.0,0,Canceled,4,3
2,0,1,2,Meal Plan 1,0,Room_Type 1,11,11,Online,0,0,0,205.0,2,Not_Canceled,2,1
3,0,2,6,Meal Plan 1,0,Room_Type 4,141,8,Online,0,0,0,139.95,0,Canceled,4,2
2,0,0,1,Meal Plan 1,0,Room_Type 1,0,5,Online,0,0,0,80.0,0,Not_Canceled,6,1
1,0,0,2,Not Selected,0,Room_Type 1,74,10,Online,0,0,0,80.1,3,Not_Canceled,5,3
1,0,1,2,Meal Plan 2,0,Room_Type 1,80,9,Offline,0,0,0,86.0,0,Not_Canceled,2,3
2,0,0,2,Not Selected,0,Room_Type 1,24,11,Offline,0,0,0,70.0,0,Not_Canceled,6,2
2,0,1,3,Meal Plan 1,0,Room_Type 1,109,12,Offline,0,0,0,43.5,2,Not_Canceled,3,3
2,0,2,5,Meal Plan 1,0,Room_Type 1,91,1,Offline,0,0,0,43.43,0,Not_Canceled,0,1
3,0,1,2,Meal Plan 1,0,Room_Type 4,191,8,Online,0,0,0,137.7,0,Canceled,2,3
2,1,1,0,Meal Plan 1,0,Room_Type 1,1,3,Online,0,0,0,119.0,0,Not_Canceled,2,3
2,0,0,2,Not Selected,0,Room_Type 1,70,10,Online,0,0,0,97.2,2,Not_Canceled,3,2
1,0,0,1,Meal Plan 1,0,Room_Type 1,0,8,Corporate,0,0,0,88.0,0,Not_Canceled,4,1
2,0,0,4,Meal Plan 1,0,Room_Type 1,80,11,Online,0,0,0,88.4,1,Not_Canceled,3,2
2,0,1,4,Meal Plan 1,0,Room_Type 1,9,8,Online,0,0,0,109.0,2,Canceled,3,3
2,0,2,2,Meal Plan 1,0,Room_Type 1,56,9,Offline,0,0,0,185.0,0,Not_Canceled,0,3
1,0,0,1,Meal Plan 1,0,Room_Type 1,4,10,Online,0,0,0,104.0,0,Not_Canceled,3,3
2,2,0,2,Meal Plan 1,0,Room_Type 6,66,10,Online,0,0,0,190.8,1,Not_Canceled,5,2
1,0,0,1,Meal Plan 1,0,Room_Type 1,8,9,Online,0,0,0,139.0,0,Not_Canceled,5,1
2,0,0,5,Meal Plan 2,0,Room_Type 1,12,3,Online,0,0,0,130.22,2,Canceled,3,1
1,0,0,2,Meal Plan 1,0,Room_Type 1,32,11,Offline,0,0,0,73.0,0,Not_Canceled,0,2
2,0,2,1,Meal Plan 1,1,Room_Type 2,278,7,Online,0,0,0,103.95,0,Canceled,0,2
2,0,0,3,Meal Plan 1,0,Room_Type 1,197,8,Offline,0,0,0,72.25,1,Not_Canceled,4,3
2,0,2,3,Meal Plan 2,0,Room_Type 1,151,7,Offline,0,0,0,300.0,0,Canceled,1,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,302,9,Offline,0,0,0,100.0,0,Canceled,6,2
2,0,2,5,Meal Plan 1,0,Room_Type 4,144,7,Online,0,0,0,112.2,1,Canceled,0,3
2,0,1,2,Meal Plan 1,0,Room_Type 1,237,9,Online,0,0,0,89.25,0,Canceled,3,2
2,0,0,2,Not Selected,0,Room_Type 1,4,1,Online,0,0,0,84.0,0,Not_Canceled,0,3
2,0,0,2,Meal Plan 2,0,Room_Type 1,346,9,Offline,0,0,0,115.0,1,Canceled,3,2
3,0,0,2,Meal Plan 1,0,Room_Type 4,23,6,Online,0,0,0,159.0,0,Canceled,4,1
2,0,0,4,Meal Plan 2,0,Room_Type 1,100,9,Offline,0,0,0,140.0,1,Not_Canceled,4,3
2,0,0,1,Meal Plan 2,0,Room_Type 1,83,9,Offline,0,0,0,112.2,0,Not_Canceled,5,3
2,0,2,1,Meal Plan 2,0,Room_Type 1,87,10,Offline,0,0,0,106.25,1,Not_Canceled,1,3
2,0,1,3,Meal Plan 1,0,Room_Type 1,14,9,Online,0,0,0,109.75,2,Not_Canceled,3,1
1,0,1,3,Meal Plan 1,0,Room_Type 1,57,6,Online,0,0,0,99.9,0,Canceled,2,2
2,0,1,2,Meal Plan 1,0,Room_Type 1,41,10,Online,0,0,0,103.5,2,Not_Canceled,3,2
1,0,0,2,Meal Plan 1,0,Room_Type 4,2,10,Aviation,0,0,0,110.0,0,Not_Canceled,4,2
1,0,2,0,Meal Plan 1,0,Room_Type 1,13,6,Online,0,0,0,125.0,1,Canceled,1,3
1,0,1,1,Meal Plan 1,0,Room_Type 1,118,6,Offline,0,0,0,110.0,0,Not_Canceled,2,1
1,0,2,5,Meal Plan 1,0,Room_Type 1,216,11,Online,0,0,0,172.23,0,Canceled,1,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,44,11,Online,0,0,0,77.76,0,Not_Canceled,5,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,6,Online,0,0,0,135.0,1,Not_Canceled,4,3
2,2,1,2,Meal Plan 1,0,Room_Type 6,76,12,Online,0,0,0,165.6,1,Not_Canceled,2,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,285,10,Offline,0,0,0,100.0,0,Canceled,2,1
1,0,1,5,Meal Plan 1,0,Room_Type 1,32,12,Offline,0,0,0,63.33,0,Not_Canceled,3,3
1,0,2,3,Meal Plan 1,0,Room_Type 1,1,2,Online,0,0,0,85.0,0,Not_Canceled,6,1
2,0,1,2,Not Selected,0,Room_Type 1,36,10,Online,0,0,0,109.0,1,Not_Canceled,6,3
2,0,2,1,Not Selected,0,Room_Type 1,99,7,Online,0,0,0,94.5,1,Canceled,0,2
2,1,0,4,Meal Plan 1,0,Room_Type 6,92,6,Online,0,0,0,187.85,1,Not_Canceled,4,1
1,0,2,3,Meal Plan 1,0,Room_Type 1,17,11,Online,0,0,0,112.57,1,Not_Canceled,1,1
2,1,1,0,Meal Plan 1,0,Room_Type 4,1,8,Online,1,0,2,123.5,3,Not_Canceled,3,3
2,0,2,2,Meal Plan 1,0,Room_Type 1,20,9,Online,0,0,0,117.2,0,Canceled,0,3
2,0,0,1,Meal Plan 1,0,Room_Type 1,186,4,Offline,0,0,0,80.0,0,Not_Canceled,6,3
2,0,2,5,Meal Plan 1,0,Room_Type 1,61,12,Online,0,0,0,88.4,4,Not_Canceled,5,3
2,0,0,4,Meal Plan 1,0,Room_Type 1,270,4,Offline,0,0,0,80.0,0,Not_Canceled,4,2
2,1,1,4,Meal Plan 1,0,Room_Type 1,73,10,Online,0,0,0,135.0,1,Canceled,4,2
2,0,0,1,Meal Plan 1,0,Room_Type 1,6,2,Online,0,0,0,91.0,1,Canceled,4,2
1,0,2,3,Meal Plan 1,0,Room_Type 1,81,7,Online,0,0,0,108.9,1,Not_Canceled,1,1
2,0,2,4,Meal Plan 1,0,Room_Type 1,5,9,Online,0,0,0,134.83,0,Not_Canceled,6,1
2,0,2,5,Meal Plan 1,0,Room_Type 4,45,10,Online,0,0,0,90.64,2,Not_Canceled,1,3
2,2,0,1,Meal Plan 1,0,Room_Type 6,1,5,Online,0,0,0,198.77,1,Not_Canceled,6,2
2,0,0,1,Meal Plan 1,0,Room_Type 1,26,6,Offline,0,0,0,120.0,0,Not_Canceled,4,1
2,0,0,2,Not Selected,1,Room_Type 1,8,2,Online,0,0,0,88.0,1,Not_Canceled,4,2
2,1,0,3,Meal Plan 1,0,Room_Type 1,51,10,Online,0,0,0,112.0,2,Not_Canceled,5,2
1,0,0,3,Meal Plan 1,0,Room_Type 1,19,10,Offline,1,1,0,80.0,0,Not_Canceled,4,1
1,0,1,2,Meal Plan 1,0,Room_Type 1,279,10,Offline,0,0,0,76.5,1,Not_Canceled,2,1
2,0,2,3,Meal Plan 1,0,Room_Type 1,25,11,Offline,0,0,0,65.0,0,Not_Canceled,2,3
1,0,0,3,Meal Plan 1,0,Room_Type 1,37,10,Offline,0,0,0,95.0,0,Not_Canceled,5,2
2,0,2,2,Meal Plan 1,0,Room_Type 1,49,5,Online,0,0,0,126.9,1,Not_Canceled,6,2
3,0,2,1,Meal Plan 1,0,Room_Type 1,89,9,Offline,0,0,0,127.33,0,Canceled,1,3
1,0,2,5,Meal Plan 1,0,Room_Type 1,8,8,Online,0,0,0,80.0,2,Not_Canceled,5,2
2,0,1,4,Meal Plan 1,0,Room_Type 1,100,12,Online,0,0,0,102.34,0,Canceled,2,3
2,2,2,2,Meal Plan 1,0,Room_Type 6,125,6,Online,0,0,0,187.85,1,Not_Canceled,6,1
2,0,0,1,Not Selected,0,Room_Type 1,9,4,Online,0,0,0,89.0,0,Canceled,3,2
2,0,1,3,Not Selected,0,Room_Type 1,23,12,Online,0,0,0,74.8,1,Not_Canceled,5,1
1,0,1,0,Meal Plan 1,1,Room_Type 1,20,7,Online,0,0,0,154.0,1,Not_Canceled,1,2
2,0,0,2,Meal Plan 2,0,Room_Type 1,292,7,Offline,0,0,0,115.0,0,Canceled,5,2
2,0,0,3,Meal Plan 1,0,Room_Type 4,79,11,Online,0,0,0,102.6,1,Canceled,5,2
2,1,0,2,Meal Plan 1,0,Room_Type 4,2,8,Online,0,0,0,164.0,1,Not_Canceled,4,3
3,0,0,3,Not Selected,0,Room_Type 1,67,3,Online,0,0,0,69.5,1,Not_Canceled,5,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,84,3,Online,0,0,0,78.3,0,Canceled,5,1
2,1,2,2,Meal Plan 1,0,Room_Type 1,51,12,Offline,0,0,0,68.0,1,Not_Canceled,1,1
2,0,2,0,Meal Plan 1,0,Room_Type 1,35,9,Online,0,0,0,117.0,2,Not_Canceled,1,3
1,0,0,2,Meal Plan 1,0,Room_Type 1,13,2,Online,0,0,0,94.0,1,Not_Canceled,6,2
2,0,2,5,Meal Plan 1,0,Room_Type 4,32,6,Online,0,0,0,126.26,1,Not_Canceled,1,3
2,0,2,0,Not Selected,0,Room_Type 1,47,9,Online,0,0,0,125.1,1,Not_Canceled,1,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,39,8,Offline,0,0,0,109.0,0,Not_Canceled,0,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,335,10,Offline,0,0,0,80.0,0,Not_Canceled,5,2
2,0,0,3,Not Selected,0,Room_Type 1,17,9,Online,0,0,0,125.67,0,Canceled,5,2
2,0,2,1,Meal Plan 1,0,Room_Type 1,9,6,Online,0,0,0,123.33,0,Canceled,1,2
2,0,0,3,Meal Plan 1,0,Room_Type 1,27,10,Offline,0,0,0,85.0,0,Not_Canceled,4,2
1,0,0,1,Meal Plan 1,0,Room_Type 1,5,12,Corporate,1,0,2,74.0,0,Not_Canceled,5,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,56,9,Offline,0,0,0,185.0,0,Not_Canceled,0,3
2,0,0,2,Meal Plan 1,0,Room_Type 4,46,4,Online,0,0,0,104.4,0,Canceled,6,1
1,0,1,1,Meal Plan 1,0,Room_Type 1,5,10,Online,0,0,0,120.0,1,Not_Canceled,3,2
1,0,0,3,Meal Plan 1,0,Room_Type 1,335,10,Offline,0,0,0,80.0,0,Not_Canceled,5,2
1,0,0,3,Meal Plan 1,0,Room_Type 1,37,10,Offline,0,0,0,95.0,0,Not_Canceled,5,2
2,0,0,1,Meal Plan 1,0,Room_Type 1,27,6,Offline,0,0,0,120.0,0,Not_Canceled,5,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,256,9,Offline,0,0,0,76.67,0,Not_Canceled,3,2
2,0,0,3,Meal Plan 1,0,Room_Type 1,135,5,Online,0,0,0,105.3,2,Canceled,4,1
2,0,2,1,Not Selected,0,Room_Type 1,183,10,Online,0,0,0,80.1,2,Canceled,0,3
2,0,1,2,Not Selected,0,Room_Type 1,57,3,Online,0,0,0,67.5,0,Canceled,6,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,53,11,Offline,0,0,0,75.0,0,Not_Canceled,6,2
2,0,0,2,Meal Plan 1,0,Room_Type 1,33,2,Online,0,0,0,88.4,1,Not_Canceled,0,2
2,0,0,1,Meal Plan 1,0,Room_Type 1,24,10,Online,0,0,0,117.0,1,Not_Canceled,0,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,1,9,Online,0,0,0,130.33,0,Not_Canceled,6,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,52,11,Online,0,0,0,73.2,1,Not_Canceled,0,1
2,0,0,2,Meal Plan 2,0,Room_Type 1,265,6,Offline,0,0,0,115.0,1,Canceled,6,3
2,0,0,1,Meal Plan 1,0,Room_Type 1,177,7,Online,0,0,0,105.3,0,Canceled,0,3
2,0,2,1,Meal Plan 2,0,Room_Type 1,110,7,Offline,0,0,0,94.5,0,Canceled,1,3
2,0,1,5,Meal Plan 1,0,Room_Type 1,147,7,Online,0,0,0,78.76,0,Canceled,2,2
2,0,1,1,Meal Plan 1,0,Room_Type 4,63,4,Online,0,0,0,107.1,0,Not_Canceled,0,1
2,0,0,1,Meal Plan 1,0,Room_Type 1,41,4,Online,0,0,0,81.08,0,Canceled,5,2
2,0,0,1,Meal Plan 1,0,Room_Type 1,56,6,Offline,0,0,0,120.0,0,Not_Canceled,4,1
2,0,1,2,Meal Plan 1,0,Room_Type 4,64,10,Online,0,0,0,105.6,4,Not_Canceled,2,3
2,0,1,3,Meal Plan 1,0,Room_Type 1,250,9,Offline,0,0,0,95.0,0,Canceled,2,3
2,0,1,2,Not Selected,0,Room_Type 1,38,2,Online,0,0,0,61.07,1,Not_Canceled,0,3
2,0,2,1,Meal Plan 1,0,Room_Type 1,69,9,Online,0,0,0,135.9,1,Not_Canceled,1,1
2,0,2,0,Meal Plan 1,0,Room_Type 1,18,4,Online,0,0,0,101.0,0,Canceled,1,1
2,0,2,2,Not Selected,0,Room_Type 1,75,7,Online,0,0,0,99.0,1,Not_Canceled,1,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,6,3,Offline,0,0,0,65.8,0,Not_Canceled,4,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,31,2,Corporate,0,0,0,81.5,0,Not_Canceled,6,1
2,0,0,1,Meal Plan 1,0,Room_Type 4,11,10,Online,0,0,0,155.0,2,Not_Canceled,0,1
2,0,0,3,Not Selected,0,Room_Type 1,61,11,Online,0,0,0,79.2,1,Not_Canceled,5,2
2,0,2,1,Meal Plan 1,0,Room_Type 1,89,11,Online,0,0,0,55.63,2,Not_Canceled,1,3
2,1,2,3,Meal Plan 1,0,Room_Type 1,15,3,Online,0,0,0,116.2,2,Not_Canceled,0,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,2,4,Corporate,1,0,2,89.0,1,Not_Canceled,4,2
2,0,1,2,Not Selected,0,Room_Type 1,270,9,Online,0,0,0,95.4,1,Canceled,6,3
1,0,0,1,Not Selected,0,Room_Type 1,13,11,Online,0,0,0,140.0,0,Not_Canceled,3,1
2,0,2,4,Meal Plan 1,0,Room_Type 1,26,9,Online,0,0,0,116.85,1,Canceled,1,1
2,0,2,1,Meal Plan 1,0,Room_Type 4,15,6,Online,0,0,0,146.0,1,Not_Canceled,1,3
2,1,1,5,Meal Plan 1,0,Room_Type 1,176,8,Online,0,0,0,114.75,0,Canceled,2,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,193,6,Offline,0,0,0,120.0,0,Canceled,2,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,39,11,Online,0,0,0,90.9,2,Not_Canceled,0,3
1,0,0,2,Meal Plan 1,0,Room_Type 1,1,1,Online,0,0,0,85.0,0,Not_Canceled,6,3
3,0,2,5,Meal Plan 1,0,Room_Type 1,170,7,Online,0,0,0,95.13,2,Not_Canceled,1,3
2,1,2,0,Not Selected,0,Room_Type 1,68,9,Online,0,0,0,87.3,2,Not_Canceled,1,1
2,0,0,2,Meal Plan 1,0,Room_Type 1,2,11,Online,0,0,0,111.0,1,Not_Canceled,6,2
2,0,1,1,Meal Plan 2,0,Room_Type 1,247,6,Offline,0,0,0,115.0,0,Canceled,2,1
2,0,0,3,Meal Plan 1,0,Room_Type 1,84,3,Offline,0,0,0,38.67,0,Not_Canceled,5,1
2,0,2,2,Meal Plan 1,0,Room_Type 2,82,7,Online,0,0,0,76.5,1,Canceled,2,2
2,0,2,5,Meal Plan 2,0,Room_Type 1,90,4,Online,0,0,0,99.45,1,Canceled,0,3
2,1,1,2,Meal Plan 1,0,Room_Type 6,4,12,Complementary,1,0,1,0.0,0,Not_Canceled,6,3
2,0,1,1,Meal Plan 1,0,Room_Type 1,3,8,Corporate,0,0,0,100.0,0,Not_Canceled,2,3
1,0,0,1,Meal Plan 1,0,Room_Type 1,32,11,Online,0,0,0,124.0,1,Canceled,6,1
2,0,0,3,Not Selected,0,Room_Type 1,118,6,Online,0,0,0,116.1,0,Canceled,5,1
3,0,1,2,Meal Plan 1,0,Room_Type 4,22,7,Online,0,0,0,168.3,0,Canceled,6,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,15,2,Corporate,0,0,0,81.0,0,Not_Canceled,0,2
2,0,2,3,Meal Plan 1,0,Room_Type 4,44,4,Online,0,0,0,113.52,0,Canceled,1,1
2,0,1,3,Meal Plan 1,0,Room_Type 1,159,8,Online,0,0,0,99.45,1,Not_Canceled,2,1
3,0,1,2,Meal Plan 1,0,Room_Type 4,165,10,Online,0,0,0,151.2,0,Canceled,6,1
2,0,2,2,Meal Plan 1,0,Room_Type 4,52,12,Online,0,0,0,96.9,1,Not_Canceled,6,1
1,0,0,3,Meal Plan 1,0,Room_Type 1,71,6,Offline,0,0,0,120.0,0,Not_Canceled,3,2
2,0,0,2,Meal Plan 1,0,Room_Type 1,94,4,Online,0,0,0,96.3,1,Not_Canceled,3,2
1,0,2,1,Meal Plan 1,0,Room_Type 1,179,9,Online,0,0,0,126.9,2,Canceled,0,3
2,0,0,3,Meal Plan 1,0,Room_Type 2,43,1,Online,0,0,0,86.75,1,Not_Canceled,6,2
1,0,0,1,Not Selected,0,Room_Type 1,9,3,Online,0,0,0,97.0,1,Not_Canceled,5,2
1,0,0,2,Meal Plan 1,0,Room_Type 1,151,1,Offline,0,0,0,71.0,0,Not_Canceled,4,2
2,0,2,2,Meal Plan 1,0,Room_Type 1,16,5,Offline,0,0,0,80.75,0,Not_Canceled,1,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,8,3,Online,0,0,0,86.0,0,Not_Canceled,4,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,4,Corporate,0,0,0,65.0,0,Not_Canceled,4,2
1,0,0,3,Meal Plan 1,0,Room_Type 1,308,11,Online,0,0,0,78.3,2,Canceled,4,3
1,0,0,3,Meal Plan 1,0,Room_Type 1,71,6,Offline,0,0,0,120.0,0,Not_Canceled,3,2
1,0,0,1,Meal Plan 1,0,Room_Type 1,14,10,Offline,0,0,0,100.0,0,Not_Canceled,6,2
2,0,1,3,Meal Plan 1,0,Room_Type 1,40,10,Offline,0,0,0,85.0,0,Not_Canceled,2,3
2,0,0,4,Meal Plan 1,0,Room_Type 4,57,9,Online,0,0,0,130.5,2,Not_Canceled,3,1
2,0,1,1,Not Selected,0,Room_Type 1,55,12,Online,0,0,0,79.2,2,Not_Canceled,0,1
2,0,1,2,Meal Plan 1,0,Room_Type 1,52,10,Online,0,0,0,94.5,3,Not_Canceled,0,3
2,0,2,2,Meal Plan 1,0,Room_Type 1,72,11,Online,0,0,0,70.72,0,Not_Canceled,6,2
2,0,1,1,Meal Plan 1,0,Room_Type 1,42,8,Offline,0,0,0,76.5,0,Not_Canceled,2,2
2,0,2,1,Meal Plan 1,0,Room_Type 1,41,3,Corporate,0,0,0,85.67,0,Not_Canceled,1,2
2,0,4,7,Meal Plan 1,0,Room_Type 4,122,7,Online,0,0,0,87.58,1,Not_Canceled,0,3
2,0,1,3,Meal Plan 2,0,Room_Type 1,210,10,Offline,0,0,0,86.0,0,Canceled,6,1
1,0,0,1,Meal Plan 1,0,Room_Type 1,1,7,Complementary,0,0,0,0.0,1,Not_Canceled,6,3
3,0,2,2,Not Selected,0,Room_Type 1,169,5,Offline,0,0,0,107.25,1,Canceled,6,2
1,0,0,3,Meal Plan 1,0,Room_Type 1,95,6,Offline,0,0,0,120.0,0,Canceled,3,2
2,1,0,2,Meal Plan 1,0,Room_Type 1,179,8,Online,0,0,0,127.8,0,Canceled,4,3
3,0,2,1,Meal Plan 1,0,Room_Type 4,47,9,Online,0,0,0,168.3,1,Not_Canceled,1,1
2,0,2,5,Meal Plan 1,0,Room_Type 4,53,9,Online,0,0,0,131.14,0,Canceled,1,1
1,0,1,2,Meal Plan 1,0,Room_Type 1,4,2,Corporate,0,0,0,81.0,0,Not_Canceled,0,2
2,0,1,2,Not Selected,0,Room_Type 1,185,12,Online,0,0,0,79.2,0,Canceled,6,2
2,0,1,1,Not Selected,0,Room_Type 1,1,6,Online,0,0,0,79.0,2,Not_Canceled,2,2
2,0,2,5,Meal Plan 1,0,Room_Type 4,64,9,Online,0,0,0,131.14,0,Canceled,1,1
2,0,2,1,Meal Plan 1,0,Room_Type 1,73,11,Offline,0,0,0,75.0,0,Not_Canceled,1,3
2,0,0,1,Meal Plan 1,0,Room_Type 1,10,3,Offline,0,0,0,75.0,0,Not_Canceled,6,1
2,0,1,2,Not Selected,0,Room_Type 1,15,8,Online,0,0,0,118.0,1,Not_Canceled,2,3
2,0,3,6,Not Selected,0,Room_Type 1,314,12,Online,0,0,0,68.66,0,Canceled,2,3
2,0,1,0,Meal Plan 1,0,Room_Type 1,1,3,Online,0,0,0,101.0,0,Not_Canceled,2,3
2,0,0,2,Meal Plan 1,0,Room_Type 1,245,6,Offline,0,0,0,75.0,0,Canceled,6,2
2,0,1,4,Meal Plan 1,0,Room_Type 4,15,12,Online,0,0,0,123.0,2,Not_Canceled,5,3
2,0,2,0,Meal Plan 1,0,Room_Type 1,75,8,Online,0,0,0,135.9,0,Canceled,1,2
2,0,2,1,Meal Plan 1,0,Room_Type 2,34,6,Online,0,0,0,119.5,1,Not_Canceled,1,2
2,0,2,1,Meal Plan 1,0,Room_Type 1,87,6,Offline,0,0,0,77.29,0,Not_Canceled,1,3
2,1,1,3,Meal Plan 1,0,Room_Type 1,41,10,Offline,0,0,0,100.0,0,Not_Canceled,2,3
3,0,1,2,Meal Plan 1,0,Room_Type 7,29,9,Online,0,0,0,184.06,1,Not_Canceled,2,3
2,0,2,1,Not Selected,0,Room_Type 1,127,11,Online,0,0,0,79.2,1,Canceled,1,2
2,0,2,2,Not Selected,0,Room_Type 1,208,7,Online,0,0,0,80.75,0,Canceled,0,3
2,0,0,1,Meal Plan 1,0,Room_Type 1,43,9,Online,0,0,0,94.5,2,Not_Canceled,6,2
1,0,2,2,Meal Plan 1,0,Room_Type 1,14,11,Online,0,0,0,117.3,0,Not_Canceled,1,1
1,0,0,1,Meal Plan 1,0,Room_Type 4,20,5,Aviation,1,1,1,110.0,0,Not_Canceled,5,3
3,0,0,3,Meal Plan 1,0,Room_Type 1,3,8,Online,0,0,0,140.0,1,Not_Canceled,6,2
1,0,0,4,Not Selected,0,Room_Type 1,44,4,Online,0,0,0,116.0,0,Canceled,4,2
2,0,0,2,Meal Plan 2,0,Room_Type 1,265,6,Offline,0,0,0,115.0,1,Canceled,6,3
2,0,1,1,Meal Plan 1,0,Room_Type 1,14,10,Online,0,0,0,126.0,2,Not_Canceled,3,2
1,0,1,2,Not Selected,0,Room_Type 1,6,5,Offline,0,0,0,85.0,0,Not_Canceled,2,1
2,0,2,2,Meal Plan 1,0,Room_Type 1,60,3,Offline,0,0,0,75.0,0,Canceled,1,2
2,0,2,5,Not Selected,0,Room_Type 1,185,8,Online,0,0,0,89.25,0,Canceled,0,2
